,Unnamed: 0,name        ,time                   ,ra        ,dec      ,error_radius,lle_bbbd_sig,lle_t90 ,tl100      ,tl100_error,like_best_ts,like_lat_t0,like_lat_t1,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_gbm_t0,like_gbm_t1,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,Unnamed: 23,flux_ratio,flux_ene_ratio,flux_ratio_error,flux_ene_ratio_error,GBM-LAT Time Difference
165,,GRB171102107,2017-11-02 02:33:35.001,12 30 52.8,+54 00 36,0.82,0.0,0.0,366.07999,9.84,38.4674,34.91,349.89001,3.8852e-06,1.7606e-06,1.61404e-09,8.93914e-10,7.68,56.065,3.38222e-05,0.0,3.74699e-08,0.0,,8.7053948316689,23.214976084855394,0.0,0.0,-27.229999999999997
166,,GRB160101215,2016-01-01 05:10:12.003,00 05 26.4,+55 13 48,1.37,13.0,4.765,0.0,-666.0,0.075458,0.0,0.0,0.0,0.0,0.0,0.0,0.003,22.016,2.89267e-05,0.0,3.20465e-08,0.0,,inf,inf,,,0.003
167,,GRB120915000,2012-09-15 00:00:40.997,16 03 48.0,+57 02 24,1.76,0.0,0.0,0.59,0.34,30.7645,0.23,0.82,0.0011651,0.0,1.29075e-06,0.0,-0.32,0.256,0.000544511,0.000386995,1.66678e-07,1.47646e-07,,0.4673513003175693,0.129132674801472,inf,inf,-0.55
168,,GRB110903111,2011-09-03 02:39:34.001,13 09 02.4,+58 51 00,0.07,0.0,0.0,323.42999,50.13,48.6763,46.69,370.12,3.80195e-06,1.95302e-06,2.28988e-08,2.07966e-08,-0.256,340.99799,3.57448e-06,1.98049e-06,1.81374e-08,1.7466e-08,,0.9401701758308236,0.7920677066047129,1.0140653961556974,0.8398488214419665,-46.946
169,,GRB150202999,2015-02-02 23:59:07.996,05 45 04.8,+59 03 00,0.33,20.0,12.648,70.84,54.485,29.1214,44.86,115.7,1.66277e-05,0.0,1.8421e-08,0.0,1.536,168.963,9.8405e-06,0.0,1.09018e-08,0.0,,0.59181366033787,0.5918136908962597,,,-43.324
170,,GRB210306162,2021-03-06 03:53:57.002,08 40 52.8,+60 13 12,0.37,0.0,0.0,787.25,263.255,24.4976,6.23,793.47998,2.02615e-06,0.0,2.24467e-09,0.0,0.128,9.664,8.34981e-05,0.0,9.25033e-08,0.0,,41.21022629124201,41.210200163052924,,,-6.102
171,,GRB220210998,2022-02-10 23:56:37.997,23 12 33.6,+61 03 36,0.99,15.0,0.649,6.05,1.995,44.3373,0.3,6.35,0.000187513,7.7867e-05,3.98743e-08,1.7672e-08,-0.512,43.008,3.57046e-05,1.34156e-05,7.45548e-09,2.90175e-09,,0.1904113314810173,0.1869745675786158,0.17228864602463173,0.16420043005885013,-0.812
172,,GRB161109263,2016-11-09 06:18:44.997,10 31 24.0,+61 49 48,0.39,0.0,0.0,467.54999,162.50999,46.7357,423.35001,890.90002,7.78254e-06,2.72202e-06,5.97908e-09,3.89325e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-423.35001
173,,GRB200412381,2020-04-12 09:08:39.998,18 23 10.3,+62 21 18,0.929,18.0,5.777,12.6,0.215,56.8535,6.15,18.75,0.000469562,0.000205298,1.10161e-07,5.58588e-08,5.184,11.264,0.000640776,0.000342495,1.54344e-07,9.7118e-08,,1.3646249057632434,1.4010766060584054,1.6682822044053036,1.7386338410420559,-0.9660000000000002
174,,GRB110428388,2011-04-28 09:18:29.998,00 21 40.8,+65 00 36,0.18,0.0,0.0,386.20999,0.275,63.4976,7.28,393.48999,7.59302e-06,2.22758e-06,1.014e-08,6.29923e-09,2.688,8.32,0.000152868,0.0,1.69354e-07,0.0,,20.132700822597595,16.701577909270217,0.0,0.0,-4.5920000000000005
175,,GRB110529034,2011-05-29 00:48:41.996,07 53 19.2,+67 54 36,1.5,15.0,0.093,0.0,-666.0,10.1346,0.0,0.0,0.0,0.0,0.0,0.0,-0.128,0.384,0.00142754,0.0,1.58149e-06,0.0,,inf,inf,,,-0.128
176,,GRB200530031,2020-05-30 00:44:10.000,02 09 52.6,+69 18 14,0.312,0.0,0.0,84.54,1.53,57.746,17.02,101.56,3.43884e-05,1.21884e-05,2.16747e-08,1.23559e-08,3.072,25.6,8.48283e-05,0.0,9.39769e-08,0.0,,2.4667707715392404,4.335787807905069,0.0,0.0,-13.948
177,,GRB151006413,2015-10-06 09:54:56.998,09 49 42.2,+70 30 14,0.001,24.0,16.139,0.0,516.21002,6.8802,15.19911,1047.61572,2.26108e-06,0.0,2.50493e-09,0.0,1.536,94.976,9.23195e-06,0.0,1.02276e-08,0.0,,4.08298246855485,4.082988346979756,,,-13.66311
178,,GRB130502327,2013-05-02 07:51:10.996,04 26 36.0,+70 49 48,0.32,8.0,1.563,1304.20996,163.345,407.343,12.38,1316.58997,1.52586e-05,2.22803e-06,1.58419e-08,5.83091e-09,7.168,31.488,0.000263923,5.98497e-05,2.03144e-07,9.09244e-08,,17.29667204068525,12.82320933726384,26.862160742898432,15.593517992903339,-5.212000000000001
179,,GRB170728961,2017-07-28 23:03:19.002,15 49 43.2,+70 51 00,1.01,6.6,0.41,469.07001,0.01,29.7324,0.21,469.28,5.83793e-06,0.0,6.46755e-09,0.0,0.0,46.336,2.02759e-05,9.5647e-06,1.34033e-08,1.25702e-08,,3.473131743614603,2.0723921732340687,inf,inf,-0.21
180,,GRB081224887,2008-12-24 21:17:54.997,13 24 24.0,+72 40 12,0.33,0.0,0.0,262.69,36.19,26.5333,76.51,339.20001,6.27225e-06,0.0,6.94871e-09,0.0,0.736,17.184,3.13065e-05,0.0,3.46829e-08,0.0,,4.991271074973096,4.991271761233381,,,-75.774
181,,GRB100724029,2010-07-24 00:42:05.999,08 14 21.6,+75 51 36,0.1,40.0,99.807,44.54,5.975,65.4555,9.08,53.62,8.04907e-05,2.79017e-05,1.80804e-08,6.95387e-09,8.192,122.882,7.29738e-05,2.82937e-05,1.61951e-08,6.47004e-09,,0.9066115712746937,0.8957268644499016,1.0140493231595207,0.9304229155851346,-0.8879999999999999
182,,GRB141113346,2014-11-13 08:17:43.002,12 09 16.8,+77 22 48,0.71,0.0,0.0,3.38,0.14,60.2626,0.08,3.45,0.000337918,0.000172078,1.43111e-07,1.12628e-07,-0.064,0.384,0.00237643,0.00120461,2.27484e-06,2.67668e-06,,7.032564113187224,15.895633459342749,7.000371924359884,23.76567105870654,-0.14400000000000002
183,,GRB160521385,2016-05-21 09:13:58.002,09 52 09.6,+79 01 12,0.13,0.0,0.0,2109.20996,258.51501,58.7281,90.16,11911.62988,1.88974e-07,8.71104e-08,1.44416e-09,1.05125e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-90.16
